U169915536000133018911978     4650          JUAREZ DE OLIVEIRA ME                             
E2699155360001331518          MOTOR B VOGES NEMA 56 1CV 30PT56 2P 220/380V 149J UNI???-000000100
E269915536000133843           EIXO DE SERRA Nº 03 - 1" MOTOMIL                  UNI???+000000000
E269915536000133844           MISTURADOR DE COMB. STIHL 25:1                    UNI???+000002600
E269915536000133845           EIXO DE SERRA Nº 02 - 3/4" MOTOMIL                UNI???+000000000
E2699155360001331541          FITA VEDA ROSCA 18MM X 40MM VÍQUA                 UNI???+000000000
E269915536000133847           DIJUNTOR UNIPOLAR 40A                             UNI???-000000100
E269915536000133848           EIXO DE SERRA Nº 01 - 5/8  MOTOMIL                UNI???+000000000
E269915536000133849           DIJUNTOR UNIPOLAR 25A                             UNI???-000000500
E269915536000133850           EIXO DE SERRA Nº 0 - 1/2  MOTOMIL                 UNI???+000000100
E269915536000133852           EIXO DE SERRA Nº 00 - 3/8  MOTOMIL                UNI???+000000200
E269915536000133853           POLICORTE FERRO SOMAR                             UNI???+000000100
E2699155360001331846          BOMBA SUBMERSA ATLANTIS  650 220V                 UNI???-000000100
E269915536000133855           POLICORTE ALUMÍNIO SOMAR                          UNI???-000000100
E269915536000133856           POLICORTE GCO 2000 BOSCH                          UNI???+000000000
E269915536000133857           LIMA REDONDA 4.0 X 200 STIHL                      UNI???+000024900
E269915536000133858           LIMA REDONDA 5.2 X 200 STIHL 56057715206          UNI???+000029000
E269915536000133859           MAQUINA VERGALHAO Nº2 22MM LP SOMAR               UNI???+000000000
E2699155360001331353          ABRAÇADEIRA 3/4" CH 32MM                          UNI???-000000400
E269915536000133860           MAQUINA VERGALHAO Nº3 28MM LP SOMAR               UNI???+000000000
E269915536000133863           CHAVE REVERSORA CR-503A 30A 5CV 220V  MARGIRIUS   UNI???+000000300
E269915536000133864           CHAVE LIGA/DESL/LIGA CS-503 25A 3CV 220V MARG.    UNI???+000000000
E269915536000133865           DIJUNTOR UNIPOLAR 70A                             UNI???+000000300
E269915536000133866           DIJUNTOR UNIPOLAR 60A                             UNI???+000000500
E269915536000133867           DIJUNTOR UNIPOLAR 15A                             UNI???+000001200
E269915536000133868           DIJUNTOR UNIPOLAR 50A                             UNI???+000000000
E269915536000133869           DIJUNTOR UNIPOLAR 20A                             UNI???+000001400
E269915536000133870           DIJUNTOR UNIPOLAR 30A                             UNI???+000000000
E269915536000133871           DIJUNTOR BIPOLAR 20A                              UNI???+000000200
E269915536000133872           DIJUNTOR TRIPOLAR 15A                             UNI???+000000700
E269915536000133873           DIJUNTOR TRIPOLAR 90A                             UNI???+000000000
E269915536000133874           DIJUNTOR TRIPOLAR 100A                            UNI???+000000000
E269915536000133875           DIJUNTOR BIPOLAR 25A                              UNI???+000000100
E269915536000133876           DIJUNTOR TRIPOLAR 25A                             UNI???+000000500
E2699155360001331525          MOTOR VOGES NEMA 56 3CV 110/220V 4P               UNI???+000000000
E269915536000133879           TRANSFORMADOR 500W  INDUSAT                       UNI???+000000100
E2699155360001334031          ARRUELA DE PROTEÇÃO STIHL 20.1X80.4X1.2 4119717280UNI???+000000000
E2699155360001331524          HIDRAULICO KING C7R7 3CV C/ PONTA DE EIXO         UNI???-000000300
E2699155360001331523          MOTOR VOGES NEMA 56 2CV 110/220V 2P               UNI???-000000100
E269915536000133882           TRANSFORMADOR 800W  INDUSAT                       UNI???+000000300
E2699155360001333548          ENSILADEIRA EN-12 C/ TRAÇÃO C/ PNEU               UNI???+000000000
E269915536000133884           PRESSOSTATO PSI 50-80                             UNI???+000000700
E2699155360001331534          HIDRAULICO KING C7E6 2CV C/ PONTA DE EIXO         UNI???+000000600
E2699155360001331533          HIDRAULICO KING C7E4 1CV C/ PONTA DE EIXO         UNI???-000000700
E2699155360001331555          HIDRAULICO KING C7E6 2CV SEM PONTA DE EIXO        UNI???+000000000
E2699155360001331535          HIDRAULICO KING C7E7 3CV C/ PONTA DE EIXO         UNI???+000000300
E269915536000133887           DIJUNTOR IND. 200A                                UNI???+000000000
E269915536000133888           DIJUNTOR IND. 250A                                UNI???+000000000
E2699155360001333288          CHAVEIRO BONECO MOTOSERRA                         UNI???+000000000
E2699155360001333289          CARCAÇA DO TANQUE 11223500817                     UNI???+000000100
E2699155360001333287          SABRE D 63CM/25" 1,6MM/0.063"                     UNI???+000000200
E269915536000133893           GRAXA LUBRIFICANTE STIHL 07811201117              UNI???-000003300
E269915536000133894           MINI CANHAO PLUVIO 150 HIDROSOLO                  UNI???+000000100
E269915536000133895           TRANSFORMADOR 300W  INDUSAT                       UNI???+000000500
E2699155360001331538          HIDRAULICO KING C7R4 1CV SEM PONTA DE EIXO        UNI???+000000000
E269915536000133897           ENGENHO DE CANA B30 MANUAL ENGINE                 UNI???+000000000
E2699155360001331540          MOTOR VOGES BLINDADO RBK 2CV 80 2P 110/220V       UNI???+000000000
E269915536000133899           TRITURADOR MILHO MANUAL MASTER CAMARGO            UNI???+000000000
E269915536000133900           COLA ADESIVA BISN PVC  17G KRONA                  UNI???+000004400
E269915536000133901           TRIMCUT 31-2 STIHL 40027102152                    UNI???-000000100
E269915536000133902           TRIMCUT 41-2 STIHL 40037102104                    UNI???-000000600
E269915536000133903           COLA POLYTUBOS PVC 17G                            UNI???+000000000
E269915536000133904           ROTOR FAMAC F6C 128MM                             UNI???-000000200
E269915536000133905           COLA ADESIVA EPOXI 40G  ORBI QUIMICA              UNI???+000000000
E269915536000133906           TOMADA LOUÇA 3 PINO 20A  LORENZETTI               UNI???+000000400
E269915536000133907           FURADEIRA DE BANCADA FSB-16 TORK SCHULZ 1/2CV     UNI???+000000000
E269915536000133908           TOMADA LOUÇA 2 PINO 20A  LORENZETTI               UNI???+000000900
E269915536000133910           MANDRIL B24 5 - 26MM HEMON                        UNI???+000000300
E269915536000133911           MANDRIL 10L 3/8" 1.5 - 10MM HEMON                 UNI???+000000100
E269915536000133912           TOMADA LOUÇA 3 PINO 30A  LORENZETTI               UNI???+000000500
E269915536000133913           MANDRIL 13L B16 1/2" 1.5 - 13MM  HEMON            UNI???+000000200
E269915536000133914           MANDRIL 13L 1/2"  1.5 - 13MM HEMON                UNI???+000000100
E269915536000133915           MANDRIL 16L J3 5/8" 3.0 - 16MM HEMON              UNI???+000000200
E2699155360001331981          CABEÇOTE DE ASPIRAÇÃO STIHL 1117-640-3800         UNI???+000000500
E269915536000133917           MANDRIL 13P 5/8" 1.0 - 13MM HEMON                 UNI???+000000100
E2699155360001331375          REBOBINAMENTO 50CV 2P TRIFASICO                   UNI???+000000000
E269915536000133919           PRATO GIRATÓRIO STIHL 4126-713-3100               UNI???+000001600
E269915536000133920           MANDRIL 16M 5/8" 2.0 - 16MM HEMON                 UNI???+000000000
E269915536000133921           PINHAO DE CORRENTE 3/8" 7D STIHL                  UNI???-000000400
E2699155360001331374          REBOBINAMENTO 40CV 2P TRIFASICO                   UNI???+000000000
E2699155360001331373          REBOBINAMENTO 30CV 2P TRIFASICO                   UNI???+000000000
E2699155360001331372          REBOBINAMENTO 25CV 2P TRIFASICO                   UNI???+000000000
E2699155360001334030          ROLAMENTO DE ESFERAS 6000                         UNI???+000000000
E269915536000133926           BOMBA SCHNEIDER BAR 1/2CV MONO                    UNI???+000000000
E269915536000133927           AMORTECEDOR STIHL 1121-790-9909                   UNI???+000000200
E269915536000133928           TAMPA STIHL TANQUE COMBUSTIVEL                    UNI???+000000500
E269915536000133929           BOMBA FAMAC MB FH2 1/2CV MONO                     UNI???+000000000
E269915536000133930           AMORTECEDOR STIHL 1118-790-9930                   UNI???+000000000
E269915536000133931           BOMBA SCHNEIDER BC-305M 1/2CV MONO                UNI???+000000000
E2699155360001331978          LAVADORA  RE 108KM 220V 60H BR 47650124510        UNI???-000000100
E269915536000133933           ROLETE DO PINHÃO STIHL 3/8" 8D                    UNI???-000000400
E269915536000133934           PARAFUSO STIHL C/ COLAR M8                        UNI???+000000500
E269915536000133935           MANGUEIRA DE BORRACHA STIHL 1119-358-7702         UNI???+000000400
E269915536000133936           BOMBA FAMAC FH4 1CV MONO                          UNI???+000000000
E269915536000133937           PARAFUSO STIHL IS-M5 X 35                         UNI???+000000600
E269915536000133938           BOMBA ELETROPLAS 1/2CV MONO ACS-50B               UNI???+000000500
E269915536000133939           PARAFUSO STIHL IS-M5 X 18 AÇO                     UNI???+000002400
E269915536000133940           PARAFUSO STIHL IS-M5 X 12                         UNI???+000000600
E269915536000133941           PARAFUSO STIHL IS-M4 X 25-8.8                     UNI???+000000600
